item_id,difficulty,difficulty_centered,easiness_z,loading_factor_1,dominant_factor,item_id_meta,selected_order,difficulty_meta,platform,question_content,starter_code,prompt,difficulty_laplace_se,difficulty_centered_laplace_se,difficulty_centered_laplace_lo,difficulty_centered_laplace_hi
abc385_d,-3.7263231,-3.814804,3.7263231,-9.8432665,factor_1,abc385_d,580,hard,atcoder,,,,4.7228518,4.7213635,-13.068677,5.439069
abc399_d,-3.7746964,-3.8631773,3.7746964,-9.42746,factor_1,abc399_d,634,medium,atcoder,,,,4.4287148,4.4280267,-12.5421095,4.815755
abc394_e,-3.884722,-3.973203,3.884722,-9.769364,factor_1,abc394_e,615,hard,atcoder,,,,4.7183256,4.7168493,-13.218227,5.271822
abc319_e,-3.9415548,-4.030036,3.9415548,-4.5569677,factor_1,abc319_e,349,hard,atcoder,,,,1.3492588,1.3664004,-6.7081804,-1.3518913
abc302_f,-3.9651906,-4.053672,3.9651906,-10.153853,factor_1,abc302_f,300,hard,atcoder,,,,5.053521,5.0511837,-13.953992,5.846648
abc370_a,-3.9697595,-4.0582404,3.9697595,1.7773769,factor_1,abc370_a,511,easy,atcoder,,,,6.0678625,6.063164,-15.942043,7.825562
abc383_e,-4.0685368,-4.1570177,4.0685368,-10.718146,factor_1,abc383_e,571,hard,atcoder,,,,5.5536065,5.550066,-15.035148,6.7211123
abc351_d,-4.0957675,-4.1842484,4.0957675,-10.693153,factor_1,abc351_d,441,hard,atcoder,,,,5.550833,5.547299,-15.056955,6.688458
abc400_c,-4.1136155,-4.2020965,4.1136155,-10.601981,factor_1,abc400_c,638,medium,atcoder,,,,5.484141,5.4807625,-14.944391,6.540198
abc387_c,-4.18782,-4.276301,4.18782,-10.989027,factor_1,abc387_c,587,medium,atcoder,,,,5.850208,5.845991,-15.734444,7.1818423
arc189_c,-4.3277726,-4.4162536,4.3277726,-11.134086,factor_1,arc189_c,659,hard,atcoder,,,,6.0618443,6.0571594,-16.288286,7.4557796
abc388_g,-4.36137,-4.449851,4.36137,-10.888278,factor_1,abc388_g,593,hard,atcoder,,,,5.8277225,5.823556,-15.864021,6.964319
abc329_e,-4.362806,-4.451287,4.362806,-11.293326,factor_1,abc329_e,384,hard,atcoder,,,,6.2302766,6.2252264,-16.65273,7.750157
abc366_e,-4.383599,-4.4720798,4.383599,-10.989681,factor_1,abc366_e,495,hard,atcoder,,,,5.937547,5.933136,-16.101027,7.1568666
abc355_b,-4.4375033,-4.5259843,4.4375033,-0.750187,factor_1,abc355_b,454,easy,atcoder,,,,1.153055,1.173686,-6.826409,-2.2255597
abc322_c,-4.461588,-4.550069,4.461588,-0.7544038,factor_1,abc322_c,357,medium,atcoder,,,,1.1565368,1.1770967,-6.8571787,-2.2429593
abc400_b,-4.5048404,-4.5933213,4.5048404,-0.7620512,factor_1,abc400_b,637,easy,atcoder,,,,1.1627588,1.1831925,-6.9123783,-2.274264
abc385_e,-4.507641,-4.596122,4.507641,-11.256615,factor_1,abc385_e,581,hard,atcoder,,,,6.248113,6.2430243,-16.83245,7.6402063
arc195_b,-4.531425,-4.619906,4.531425,-5.1366067,factor_1,arc195_b,671,hard,atcoder,,,,1.4014728,1.4178334,-7.3988595,-1.8409524
abc361_d,-4.5647697,-4.6532507,4.5647697,-11.506722,factor_1,abc361_d,474,hard,atcoder,,,,6.5412164,6.535507,-17.462845,8.156343
abc366_d,-4.824834,-4.913315,4.824834,-5.4108586,factor_1,abc366_d,494,medium,atcoder,,,,1.4237324,1.4397755,-7.735275,-2.0913548
abc383_c,-5.0005393,-5.0890203,5.0005393,-5.5899205,factor_1,abc383_c,569,medium,atcoder,,,,1.4409202,1.4567239,-7.9441996,-2.2338412
abc386_b,-5.09245,-5.180931,5.09245,-4.125779,factor_1,abc386_b,582,easy,atcoder,,,,1.2050301,1.2246379,-7.5812216,-2.7806408
abc371_a,-5.1203933,-5.208874,5.1203933,-1.2493922,factor_1,abc371_a,515,easy,atcoder,,,,1.2353842,1.2544303,-7.6675577,-2.7501907
abc325_b,-5.1224895,-5.2109704,5.1224895,-5.6748333,factor_1,abc325_b,367,medium,atcoder,,,,1.4431171,1.4588907,-8.070396,-2.3515446
abc337_d,-5.256218,-5.344699,5.256218,-4.2720847,factor_1,abc337_d,403,medium,atcoder,,,,1.2144763,1.2339066,-7.763156,-2.9262419
abc376_b,-5.293917,-5.382398,5.293917,-5.853527,factor_1,abc376_b,538,medium,atcoder,,,,1.461146,1.4766746,-8.27668,-2.488116
abc353_c,-5.3475685,-5.4360495,5.3475685,-4.3269825,factor_1,abc353_c,447,medium,atcoder,,,,1.2193373,1.2386773,-7.8638573,-3.008242
abc324_e,-5.3759313,-5.464412,5.3759313,-5.9069467,factor_1,abc324_e,366,hard,atcoder,,,,1.4619429,1.4774607,-8.360235,-2.5685892
abc318_c,-5.394143,-5.482624,5.394143,-4.3732033,factor_1,abc318_c,345,medium,atcoder,,,,1.2219466,1.2412382,-7.915451,-3.049797
abc369_d,-5.5123553,-5.6008363,5.5123553,-6.0505342,factor_1,abc369_d,509,medium,atcoder,,,,1.4768575,1.4921769,-8.525503,-2.6761696
abc339_d,-5.5506344,-5.6391153,5.5506344,-4.4987364,factor_1,abc339_d,409,medium,atcoder,,,,1.2303236,1.2494615,-8.08806,-3.1901708
abc393_f,-5.66453,-5.7530107,5.66453,-4.588075,factor_1,abc393_f,612,hard,atcoder,,,,1.2362664,1.2552965,-8.213392,-3.2926297
abc363_d,-5.7033405,-5.7918215,5.7033405,-6.2246385,factor_1,abc363_d,481,medium,atcoder,,,,1.4914286,1.5065572,-8.744674,-2.8389692
abc327_b,-5.7919817,-5.8804626,5.7919817,-0.756601,factor_1,abc327_b,375,easy,atcoder,,,,1.4109228,1.4271475,-8.677671,-3.0832534
abc388_c,-5.9109097,-5.9993906,5.9109097,-4.804877,factor_1,abc388_c,589,medium,atcoder,,,,1.248612,1.267421,-8.483536,-3.5152454
abc370_c,-5.9647846,-6.0532656,5.9647846,-6.50616,factor_1,abc370_c,512,medium,atcoder,,,,1.522406,1.5371399,-9.06606,-3.0404713
abc373_f,-6.1054087,-6.1938896,6.1054087,-4.946834,factor_1,abc373_f,526,hard,atcoder,,,,1.2580172,1.2766603,-8.696144,-3.6916354
abc309_c,-6.2061896,-6.2946706,6.2061896,-5.0282407,factor_1,abc309_c,322,medium,atcoder,,,,1.2627097,1.281271,-8.805962,-3.7833793
abc357_d,-6.2983084,-6.3867893,6.2983084,-5.1089716,factor_1,abc357_d,460,medium,atcoder,,,,1.2668247,1.2853146,-8.906006,-3.8675728
abc320_d,-6.582929,-6.67141,6.582929,-7.026108,factor_1,abc320_d,351,medium,atcoder,,,,1.5639086,1.5781351,-9.764555,-3.5782652
abc312_c,-6.6227493,-6.7112303,6.6227493,-5.388771,factor_1,abc312_c,332,medium,atcoder,,,,1.2805972,1.298851,-9.256978,-4.1654825
abc304_d,-6.7952857,-6.8837667,6.7952857,-7.286659,factor_1,abc304_d,306,medium,atcoder,,,,1.5988998,1.6127162,-10.04469,-3.722843
abc396_e,-6.80757,-6.896051,6.80757,-7.232023,factor_1,abc396_e,623,hard,atcoder,,,,1.5843337,1.5983189,-10.028756,-3.7633457
abc361_e,-6.8266807,-6.9151616,6.8266807,-7.33906,factor_1,abc361_e,475,hard,atcoder,,,,1.6073257,1.6210457,-10.092411,-3.737912
abc345_d,-6.9386992,-7.02718,6.9386992,-5.6425676,factor_1,abc345_d,427,hard,atcoder,,,,1.2932245,1.3112658,-9.597261,-4.457099
abc330_d,-7.035068,-7.123549,7.035068,-7.56965,factor_1,abc330_d,386,medium,atcoder,,,,1.6361014,1.6494982,-10.356565,-3.8905325
abc382_c,-7.3087797,-7.3972607,7.3087797,-5.9532275,factor_1,abc382_c,565,medium,atcoder,,,,1.3065124,1.3243341,-9.992956,-4.8015656
abc336_d,-7.334451,-7.422932,7.334451,-5.9741707,factor_1,abc336_d,402,medium,atcoder,,,,1.3073976,1.3252048,-10.020334,-4.8255305
abc365_d,-7.541082,-7.629563,7.541082,-8.007329,factor_1,abc365_d,490,medium,atcoder,,,,1.6808774,1.6937907,-10.949392,-4.3097334
abc377_d,-7.5491967,-7.6376777,7.5491967,-6.122667,factor_1,abc377_d,542,medium,atcoder,,,,1.3153304,1.3330086,-10.250375,-5.0249805
abc350_b,-7.563065,-7.651546,7.563065,-1.4438837,factor_1,abc350_b,437,easy,atcoder,,,,1.5143104,1.5291461,-10.648672,-4.65442
abc390_c,-7.575846,-7.664327,7.575846,-6.1562333,factor_1,abc390_c,598,medium,atcoder,,,,1.3158293,1.3334994,-10.277987,-5.0506682
abc309_b,-7.661731,-7.7502117,7.661731,-8.169851,factor_1,abc309_b,321,easy,atcoder,,,,1.7054075,1.7180648,-11.117619,-4.382805
abc302_d,-7.663266,-7.751747,7.663266,-6.2419744,factor_1,abc302_d,298,medium,atcoder,,,,1.318223,1.3358545,-10.370022,-5.1334724
abc313_b,-7.7012115,-7.7896924,7.7012115,-6.2885475,factor_1,abc313_b,337,medium,atcoder,,,,1.319051,1.3366692,-10.409564,-5.169821
abc334_e,-7.7444377,-7.8329186,7.7444377,-6.3035097,factor_1,abc334_e,398,hard,atcoder,,,,1.3208715,1.3384603,-10.456301,-5.2095366
abc355_d,-7.7551765,-7.8436575,7.7551765,-8.245366,factor_1,abc355_d,456,medium,atcoder,,,,1.713195,1.7257723,-11.2261715,-4.4611435
abc360_c,-7.8582363,-7.9467173,7.8582363,-6.4110823,factor_1,abc360_c,469,medium,atcoder,,,,1.3239355,1.3414752,-10.576009,-5.3174257
1899_D,-7.90728,-7.995761,7.90728,-6.44497,factor_1,1899_D,6,hard,codeforces,,,,1.3255336,1.3430479,-10.628135,-5.363387
abc390_a,-8.059017,-8.147498,8.059017,-1.5395808,factor_1,abc390_a,597,easy,atcoder,,,,1.5699241,1.584079,-11.252293,-5.042703
abc342_d,-8.123824,-8.212305,8.123824,-6.615101,factor_1,abc342_d,419,medium,atcoder,,,,1.3318776,1.349291,-10.856915,-5.5676947
abc379_d,-8.142471,-8.230952,8.142471,-6.649074,factor_1,abc379_d,551,medium,atcoder,,,,1.331896,1.3493091,-10.875598,-5.5863066
abc353_d,-8.236705,-8.325186,8.236705,-6.7088537,factor_1,abc353_d,448,medium,atcoder,,,,1.334893,1.3522588,-10.975613,-5.6747584
abc319_b,-8.35811,-8.446591,8.35811,-1.0990422,factor_1,abc319_b,348,easy,atcoder,,,,1.8423483,1.8536832,-12.079811,-4.813372
abc363_e,-8.398408,-8.486889,8.398408,-5.3088746,factor_1,abc363_e,482,hard,atcoder,,,,1.6128981,1.6265547,-11.674936,-5.2988415
abc305_c,-8.4348545,-8.523335,8.4348545,-3.2302456,factor_1,abc305_c,308,medium,atcoder,,,,2.540882,2.5473354,-13.516113,-3.530558
abc385_c,-8.543465,-8.631946,8.543465,-6.9605227,factor_1,abc385_c,579,medium,atcoder,,,,1.3426803,1.3599241,-11.297397,-5.9664946
abc375_a,-8.56671,-8.655191,8.56671,-1.6375126,factor_1,abc375_a,531,easy,atcoder,,,,1.6276369,1.6411278,-11.871802,-5.4385805
abc310_e,-8.618416,-8.706897,8.618416,-7.0381727,factor_1,abc310_e,326,hard,atcoder,,,,1.3440248,1.3612474,-11.374942,-6.0388517
abc351_f,-8.648569,-8.73705,8.648569,-7.0430293,factor_1,abc351_f,443,hard,atcoder,,,,1.3453057,1.3625084,-11.407566,-6.0665336
abc331_c,-8.672636,-8.761117,8.672636,-2.2299514,factor_1,abc331_c,389,medium,atcoder,,,,1.559193,1.5734761,-11.84513,-5.677104
abc384_c,-8.688378,-8.776859,8.688378,-3.3305502,factor_1,abc384_c,572,medium,atcoder,,,,2.6452932,2.6511903,-13.973192,-3.5805264
abc343_d,-8.695934,-8.784415,8.695934,-3.3308525,factor_1,abc343_d,422,medium,atcoder,,,,2.6480184,2.6539013,-13.986062,-3.5827684
abc340_c,-8.792315,-8.8807955,8.792315,-9.291002,factor_1,abc340_c,410,medium,atcoder,,,,1.8563752,1.867584,-12.54126,-5.2203307
abc392_f,-8.922201,-9.010682,8.922201,-3.4203928,factor_1,abc392_f,608,hard,atcoder,,,,2.7445714,2.7499678,-14.4006195,-3.6207452
abc393_e,-9.099917,-9.188398,9.099917,-5.7062383,factor_1,abc393_e,611,hard,atcoder,,,,1.7109662,1.7235663,-12.566588,-5.8102083
abc338_b,-9.100081,-9.188562,9.100081,-1.1965446,factor_1,abc338_b,405,easy,atcoder,,,,1.979204,1.9893707,-13.0877285,-5.289396
abc344_d,-9.166908,-9.255389,9.166908,-9.620988,factor_1,abc344_d,424,hard,atcoder,,,,1.9029973,1.9137975,-13.006433,-5.504346
abc323_e,-9.276961,-9.365442,9.276961,-9.750595,factor_1,abc323_e,362,hard,atcoder,,,,1.9242469,1.9348664,-13.157781,-5.573104
abc367_f,-9.364893,-9.453374,9.364893,-3.5839021,factor_1,abc367_f,501,hard,atcoder,,,,2.9411151,2.9455905,-15.226731,-3.6800165
1899_A,-9.459607,-9.548088,9.459607,-7.7080054,factor_1,1899_A,4,easy,codeforces,,,,1.3621538,1.3790975,-12.25112,-6.845057
abc375_f,-9.551953,-9.640434,9.551953,-6.0345273,factor_1,abc375_f,535,hard,atcoder,,,,1.7747979,1.7867638,-13.142491,-6.138377
abc344_e,-9.642027,-9.730508,9.642027,-3.6770906,factor_1,abc344_e,425,hard,atcoder,,,,3.0689278,3.0728471,-15.753288,-3.7077274
abc375_d,-9.775331,-9.8638115,9.775331,-2.5068219,factor_1,abc375_d,533,medium,atcoder,,,,1.6289972,1.642473,-13.083058,-6.6445646
abc363_c,-9.803869,-9.89235,9.803869,-3.7480333,factor_1,abc363_c,480,medium,atcoder,,,,3.1494777,3.1530619,-16.072351,-3.712349
abc351_e,-9.837014,-9.925495,9.837014,-6.2013316,factor_1,abc351_e,442,hard,atcoder,,,,1.8185815,1.8301339,-13.512558,-6.3384323
abc329_b,-9.843477,-9.931958,9.843477,-1.293782,factor_1,abc329_b,381,easy,atcoder,,,,2.1246533,2.1337135,-14.114037,-5.74988
abc364_d,-9.899284,-9.987765,9.899284,-3.7826998,factor_1,abc364_d,485,hard,atcoder,,,,3.1964188,3.1998127,-16.2594,-3.7161322
1873_D,-9.997292,-10.0857725,9.997292,-3.8172414,factor_1,1873_D,1,easy,codeforces,,,,3.245122,3.248322,-16.452484,-3.7190614
abc385_b,-10.017615,-10.106096,10.017615,-3.8248963,factor_1,abc385_b,578,easy,atcoder,,,,3.255402,3.2585618,-16.492878,-3.719315
abc396_g,-10.032602,-10.121083,10.032602,-10.426626,factor_1,abc396_g,625,hard,atcoder,,,,2.0306072,2.0403683,-14.120205,-6.1219616
abc394_d,-10.045861,-10.134342,10.045861,-3.8343222,factor_1,abc394_d,614,medium,atcoder,,,,3.2695017,3.2726061,-16.54865,-3.7200341
abc363_b,-10.147719,-10.2362,10.147719,-1.3335072,factor_1,abc363_b,479,easy,atcoder,,,,2.186945,2.1955671,-14.539513,-5.9328885
abc304_e,-10.160814,-10.249295,10.160814,-3.8819275,factor_1,abc304_e,307,hard,atcoder,,,,3.3293018,3.3321755,-16.78036,-3.7182312
abc312_d,-10.217094,-10.305575,10.217094,-6.423874,factor_1,abc312_d,333,medium,atcoder,,,,1.8785264,1.889539,-14.009071,-6.602079
abc329_d,-10.385194,-10.473675,10.385194,-3.9668956,factor_1,abc329_d,383,medium,atcoder,,,,3.4474788,3.4499106,-17.2355,-3.7118497
abc314_c,-10.443727,-10.5322075,10.443727,-3.985732,factor_1,abc314_c,339,medium,atcoder,,,,3.4783785,3.4806979,-17.354376,-3.7100396
abc356_d,-10.784893,-10.873374,10.784893,-6.8633213,factor_1,abc356_d,457,medium,atcoder,,,,1.9718525,1.9820786,-14.758248,-6.9884996
abc308_c,-10.81727,-10.905751,10.81727,-6.8299923,factor_1,abc308_c,317,medium,atcoder,,,,1.9785608,1.9887327,-14.803667,-7.0078354
abc374_c,-10.8353195,-10.9238,10.8353195,-4.132553,factor_1,abc374_c,527,medium,atcoder,,,,3.6960278,3.697586,-18.17107,-3.6765318
abc367_c,-11.015475,-11.103956,11.015475,-2.1072283,factor_1,abc367_c,498,medium,atcoder,,,,1.9296613,1.9402351,-14.906817,-7.301095
abc376_e,-11.047821,-11.136302,11.047821,-11.51694,factor_1,abc376_e,541,hard,atcoder,,,,2.2337604,2.242066,-15.530751,-6.7418528
abc328_e,-11.067538,-11.156019,11.067538,-4.222715,factor_1,abc328_e,380,hard,atcoder,,,,3.8318038,3.8329124,-18.668528,-3.6435108
abc368_f,-11.084848,-11.173329,11.084848,-7.0590916,factor_1,abc368_f,506,hard,atcoder,,,,2.0247657,2.0345721,-15.161091,-7.185568
abc328_d,-11.152614,-11.241095,11.152614,-4.248472,factor_1,abc328_d,379,hard,atcoder,,,,3.8813777,3.8823264,-18.850454,-3.6317348
abc305_e,-11.214106,-11.302587,11.214106,-7.1099887,factor_1,abc305_e,310,hard,atcoder,,,,2.0490015,2.0586216,-15.337484,-7.2676883
abc354_e,-11.2440815,-11.332562,11.2440815,-7.145397,factor_1,abc354_e,453,hard,atcoder,,,,2.0542355,2.0638156,-15.377642,-7.2874837
abc304_a,-11.337531,-11.426012,11.337531,-2.1690896,factor_1,abc304_a,304,easy,atcoder,,,,1.9734173,1.9836307,-15.313929,-7.538096
abc396_c,-11.360855,-11.449336,11.360855,-11.79368,factor_1,abc396_c,621,medium,atcoder,,,,2.2891934,2.297137,-15.951725,-6.9469476
abc389_d,-11.393231,-11.481712,11.393231,-11.825721,factor_1,abc389_d,594,medium,atcoder,,,,2.2957458,2.3036478,-15.996862,-6.9665627
abc361_b,-11.528911,-11.617392,11.528911,-1.5133293,factor_1,abc361_b,472,medium,atcoder,,,,2.493263,2.4999812,-16.517355,-6.717428
abc354_c,-11.624754,-11.713235,11.624754,-7.404883,factor_1,abc354_c,451,medium,atcoder,,,,2.125188,2.1342444,-15.896355,-7.5301156
abc386_c,-11.80352,-11.892001,11.80352,-7.442519,factor_1,abc386_c,583,medium,atcoder,,,,2.1581388,2.1669607,-16.139244,-7.644758
abc376_a,-12.001497,-12.089978,12.001497,-3.065351,factor_1,abc376_a,537,easy,atcoder,,,,1.7701412,1.782152,-15.582996,-8.59696
abc346_b,-12.111054,-12.199535,12.111054,-7.6900787,factor_1,abc346_b,428,easy,atcoder,,,,2.2212734,2.2296624,-16.569674,-7.8293967
abc386_e,-12.193432,-12.281913,12.193432,-7.6987557,factor_1,abc386_e,585,hard,atcoder,,,,2.2357347,2.2440271,-16.680206,-7.8836193
abc341_d,-12.361993,-12.450474,12.361993,-7.85856,factor_1,abc341_d,415,medium,atcoder,,,,2.2729475,2.2809958,-16.921227,-7.979722
abc368_a,-12.613198,-12.701679,12.613198,-1.6540922,factor_1,abc368_a,502,easy,atcoder,,,,2.7650528,2.770349,-18.131563,-7.271795
abc306_c,-12.659331,-12.747812,12.659331,-4.7903233,factor_1,abc306_c,311,medium,atcoder,,,,4.8878264,4.8859086,-22.324192,-3.1714315
abc396_d,-13.5054,-13.593881,13.5054,-5.0986614,factor_1,abc396_d,622,medium,atcoder,,,,5.561462,5.5579033,-24.487371,-2.7003899
abc367_b,-13.931032,-14.019513,13.931032,-2.663669,factor_1,abc367_b,497,easy,atcoder,,,,2.37075,2.3781848,-18.680756,-9.358271
abc334_d,-14.988622,-15.077103,14.988622,-2.8646154,factor_1,abc334_d,397,medium,atcoder,,,,2.5594785,2.5658305,-20.10613,-10.048075
abc371_d,-15.582233,-15.670714,15.582233,-2.9773822,factor_1,abc371_d,517,medium,atcoder,,,,2.673191,2.6789448,-20.921446,-10.419983
