item_id,difficulty,difficulty_centered,easiness_z,loading_factor_1,loading_factor_2,dominant_factor,item_id_meta,selected_order,difficulty_meta,platform,question_content,starter_code,prompt,difficulty_laplace_se,difficulty_centered_laplace_se,difficulty_centered_laplace_lo,difficulty_centered_laplace_hi
abc368_d,-0.14862472,-0.8168648,0.14862472,-0.9572668,0.21763566,factor_1,abc368_d,504,hard,atcoder,,,,1.0629233,1.1135918,-2.9995046,1.3657751
abc380_c,-0.1489552,-0.8171953,0.1489552,-0.95839226,0.21804123,factor_1,abc380_c,556,medium,atcoder,,,,1.0632873,1.1139381,-3.000514,1.3661233
abc360_e,-0.148993,-0.8172331,0.148993,-0.95782334,0.21779701,factor_1,abc360_e,471,hard,atcoder,,,,1.0630894,1.1137497,-3.0001826,1.3657165
abc369_e,-0.14978646,-0.81802654,0.14978646,-0.95888186,0.21809807,factor_1,abc369_e,510,hard,atcoder,,,,1.0633937,1.1140394,-3.0015438,1.3654907
3690,-0.17314398,-0.84138405,0.17314398,-3.8351727,-2.4073308,factor_1,3690,247,hard,leetcode,,,,6.718298,6.716816,-14.006344,12.323576
abc380_b,-0.18019189,-0.84843194,0.18019189,-0.21594025,0.9806016,factor_2,abc380_b,555,easy,atcoder,,,,0.8981963,0.9581195,-2.7263463,1.0294824
abc348_e,-0.19159153,-0.8598316,0.19159153,-0.093404375,0.2617431,factor_2,abc348_e,434,hard,atcoder,,,,0.72688085,0.8002599,-2.428341,0.7086779
abc362_d,-0.29158166,-0.9598217,0.29158166,-0.16616154,0.48218876,factor_2,abc362_d,477,hard,atcoder,,,,0.7988671,0.8659814,-2.6571453,0.73750186
abc333_c,-0.3563168,-1.0245569,0.3563168,-0.6536004,1.0356863,factor_2,abc333_c,393,medium,atcoder,,,,1.1241087,1.1719662,-3.3216107,1.2724969
3032,-0.35964647,-1.0278865,0.35964647,-3.1436756,-4.1488633,factor_2,3032,58,hard,leetcode,,,,7.233366,7.2305193,-15.199704,13.143931
abc358_d,-0.3629043,-1.0311444,0.3629043,-0.65418535,1.030574,factor_2,abc358_d,463,medium,atcoder,,,,1.1238366,1.1717061,-3.3276885,1.2653997
abc330_c,-0.36322555,-1.0314656,0.36322555,-0.65457547,1.0310452,factor_2,abc330_c,385,medium,atcoder,,,,1.1240281,1.1718892,-3.3283687,1.2654372
3770,-0.3715956,-1.0398357,0.3715956,-3.259397,-3.045733,factor_1,3770,275,hard,leetcode,,,,5.90497,5.905856,-12.6153145,10.535643
abc390_g,-0.4116678,-1.0799079,0.4116678,-3.8376205,-2.477077,factor_1,abc390_g,602,hard,atcoder,,,,6.1474524,6.1476,-13.129204,10.969389
abc391_e,-0.423018,-1.091258,0.423018,-3.4411745,-3.1507542,factor_1,abc391_e,604,hard,atcoder,,,,6.411911,6.4112864,-13.657379,11.474863
abc383_b,-0.4241841,-1.0924242,0.4241841,0.14170745,0.6764383,factor_2,abc383_b,568,medium,atcoder,,,,0.8951903,0.9553104,-2.9648325,0.77998424
3080,-0.4495194,-1.1177595,0.4495194,-4.289176,-2.723466,factor_1,3080,63,medium,leetcode,,,,7.8330765,7.8287406,-16.462091,14.226572
2832,-0.4899279,-1.158168,0.4899279,-3.6907332,-3.0457633,factor_1,2832,22,medium,leetcode,,,,6.7028093,6.70137,-14.292852,11.976517
abc328_c,-0.5163255,-1.1845655,0.5163255,-0.16005494,-0.119527474,factor_1,abc328_c,378,medium,atcoder,,,,0.6926698,0.7694122,-2.6926136,0.3234824
abc318_b,-0.5792012,-1.2474413,0.5792012,-0.086596094,0.5718131,factor_2,abc318_b,344,easy,atcoder,,,,0.81280196,0.87881494,-2.9699187,0.47503603
abc321_d,-0.5812973,-1.2495373,0.5812973,-0.13522455,1.1550299,factor_2,abc321_d,355,medium,atcoder,,,,0.9308725,0.98872805,-3.1874442,0.68836963
abc325_c,-0.5853831,-1.2536232,0.5853831,-0.08763343,0.57081026,factor_2,abc325_c,368,medium,atcoder,,,,0.8129617,0.8789622,-2.9763894,0.4691428
abc366_c,-0.6214503,-1.2896904,0.6214503,-0.14129865,1.1473192,factor_2,abc366_c,493,medium,atcoder,,,,0.9321047,0.98988485,-3.2298646,0.65048397
abc369_c,-0.62653995,-1.29478,0.62653995,-0.3864606,0.21904773,factor_1,abc369_c,508,medium,atcoder,,,,0.8126914,0.87871295,-3.0170574,0.4274974
abc338_a,-0.6266591,-1.2948992,0.6266591,-0.38651076,0.21905518,factor_1,abc338_a,404,easy,atcoder,,,,0.81271344,0.8787333,-3.0172164,0.427418
3375,-0.6364575,-1.3046975,0.6364575,-4.3515806,-2.7207055,factor_1,3375,130,hard,leetcode,,,,7.30641,7.3033767,-15.619316,13.00992
abc334_d,-0.64668345,-1.3149235,0.64668345,0.18801469,6.0370755,factor_2,abc334_d,397,medium,atcoder,,,,2.591709,2.6097329,-6.4300003,3.800153
abc367_c,-0.647583,-1.3158231,0.647583,0.27187693,8.136454,factor_2,abc367_c,498,medium,atcoder,,,,3.9828703,3.9912338,-9.138641,6.506995
abc341_d,-0.649608,-1.3178481,0.649608,-4.7199993,7.1006575,factor_2,abc341_d,415,medium,atcoder,,,,2.7958574,2.8119948,-6.829358,4.1936617
3240,-0.6683072,-1.3365473,0.6683072,-3.3880858,-3.1976275,factor_1,3240,96,medium,leetcode,,,,5.6330695,5.6348214,-12.380797,9.707704
2919,-0.6856716,-1.3539116,0.6856716,-3.0910404,-3.2222433,factor_2,2919,44,hard,leetcode,,,,4.9343467,4.938559,-11.033487,8.3256645
abc352_e,-0.7757355,-1.4439756,0.7757355,-0.66667145,-0.38525718,factor_1,abc352_e,446,hard,atcoder,,,,0.9109104,0.9700135,-3.345202,0.45725095
arc192_a,-0.7930661,-1.4613061,0.7930661,-0.67207384,-0.39073133,factor_1,arc192_a,663,medium,atcoder,,,,0.9112379,0.97032005,-3.3631334,0.44052124
abc384_d,-0.82240885,-1.490649,0.82240885,-0.6809175,-0.3993384,factor_1,abc384_d,573,medium,atcoder,,,,0.91163945,0.9706961,-3.3932133,0.41191542
abc375_a,-0.83003277,-1.4982729,0.83003277,0.28926998,9.277294,factor_2,abc375_a,531,easy,atcoder,,,,5.159962,5.163338,-11.618416,8.62187
arc196_d,-0.9904022,-1.6586423,0.9904022,-0.69747144,-0.5390306,factor_1,arc196_d,675,hard,atcoder,,,,0.9051042,0.9645792,-3.5492177,0.231933
abc390_a,-0.9947273,-1.6629674,0.9947273,0.20423666,8.229916,factor_2,abc390_a,597,easy,atcoder,,,,4.2075872,4.214859,-9.924091,6.598156
abc367_b,-1.0450749,-1.713315,1.0450749,0.18765727,8.079062,factor_2,abc367_b,497,easy,atcoder,,,,4.0883904,4.0962305,-9.741927,6.315297
3789,-1.1718909,-1.8401309,1.1718909,-3.8927376,-3.8502786,factor_1,3789,285,hard,leetcode,,,,6.531276,6.530313,-14.6395445,10.959283
abc350_b,-1.2395198,-1.9077599,1.2395198,0.12580448,7.4082146,factor_2,abc350_b,437,easy,atcoder,,,,3.5654864,3.57613,-8.916975,5.1014547
abc334_e,-1.4755119,-2.143752,1.4755119,-3.8071685,2.1531618,factor_1,abc334_e,398,hard,atcoder,,,,1.5967934,1.6296713,-5.337908,1.0504038
abc327_b,-1.5166223,-2.1848624,1.5166223,1.3966684,5.4024625,factor_2,abc327_b,375,easy,atcoder,,,,3.9790828,3.9874654,-10.000295,5.6305695
abc371_d,-1.5948893,-2.2631292,1.5948893,0.09532065,8.39778,factor_2,abc371_d,517,medium,atcoder,,,,4.4779673,4.484026,-11.05182,6.5255613
abc338_b,-1.6788398,-2.3470798,1.6788398,1.7244327,6.5122266,factor_2,abc338_b,405,easy,atcoder,,,,5.659242,5.660909,-13.442461,8.748302
abc304_a,-1.6970913,-2.3653314,1.6970913,0.058715403,7.9170814,factor_2,abc304_a,304,easy,atcoder,,,,4.0076647,4.0159035,-10.236503,5.5058393
abc371_a,-1.6985023,-2.3667424,1.6985023,-0.36701044,1.041428,factor_2,abc371_a,515,easy,atcoder,,,,1.0006948,1.054538,-4.4336367,-0.29984784
abc370_a,-1.7003632,-2.3686032,1.7003632,2.2984345,2.883716,factor_2,abc370_a,511,easy,atcoder,,,,9.857892,9.849069,-21.672777,16.935572
arc182_e,-1.745058,-2.4132981,1.745058,-1.0161884,0.0001703341,factor_1,arc182_e,645,hard,atcoder,,,,1.0546746,1.1057445,-4.5805573,-0.24603891
abc389_f,-1.7481767,-2.4164166,1.7481767,-1.016887,-0.00018318821,factor_1,abc389_f,596,hard,atcoder,,,,1.0550455,1.1060972,-4.5843673,-0.24846601
arc193_a,-1.7643574,-2.4325976,1.7643574,-1.0223359,-0.0009680001,factor_1,arc193_a,665,hard,atcoder,,,,1.0575359,1.1084658,-4.6051903,-0.26000476
abc382_c,-1.7890812,-2.4573212,1.7890812,-4.151066,2.2542365,factor_1,abc382_c,565,medium,atcoder,,,,1.6652993,1.6966556,-5.7827663,0.868124
abc313_b,-1.8850111,-2.5532513,1.8850111,-4.252758,2.2833457,factor_1,abc313_b,337,medium,atcoder,,,,1.6866645,1.717569,-5.9196863,0.813184
abc385_c,-1.8850832,-2.5533233,1.8850832,-4.2673435,2.2953675,factor_1,abc385_c,579,medium,atcoder,,,,1.6909726,1.7217873,-5.928026,0.8213799
abc312_e,-1.9367689,-2.605009,1.9367689,-1.9950094,-0.37219352,factor_1,abc312_e,334,hard,atcoder,,,,1.2207874,1.2647276,-5.083875,-0.12614298
abc399_f,-1.9655449,-2.633785,1.9655449,-2.011767,-0.38248003,factor_1,abc399_f,636,hard,atcoder,,,,1.2219887,1.2658837,-5.114917,-0.15265298
abc360_c,-2.012179,-2.680419,2.012179,-4.4563446,2.3781092,factor_1,abc360_c,469,medium,atcoder,,,,1.7371786,1.7670553,-6.1438475,0.7830095
1873_A,-2.0287373,-2.6969774,2.0287373,-0.37389466,0.10551282,factor_1,1873_A,0,easy,codeforces,,,,0.8095911,0.8758549,-4.413653,-0.98030174
arc188_b,-2.031776,-2.700016,2.031776,-2.04753,-0.406775,factor_1,arc188_b,657,hard,atcoder,,,,1.2240489,1.2678666,-5.1850348,-0.21499753
abc357_d,-2.1391523,-2.8073924,2.1391523,-4.7026076,2.509577,factor_1,abc357_d,460,medium,atcoder,,,,1.8040879,1.832683,-6.3994513,0.7846663
abc384_g,-2.1539938,-2.822234,2.1539938,-2.1263983,-0.44983986,factor_1,abc384_g,576,hard,atcoder,,,,1.2308042,1.2743706,-5.32,-0.32446766
abc353_e,-2.2069094,-2.8751495,2.2069094,-2.1601255,-0.46920747,factor_1,abc353_e,449,hard,atcoder,,,,1.233426,1.2768954,-5.377865,-0.37243438
abc318_d,-2.2261608,-2.8944008,2.2261608,-3.6095576,0.89509404,factor_1,abc318_d,346,medium,atcoder,,,,1.5360659,1.5703951,-5.9723754,0.18357372
abc394_g,-2.226896,-2.895136,2.226896,-2.1741512,-0.47609666,factor_1,abc394_g,617,hard,atcoder,,,,1.2347586,1.2781789,-5.400367,-0.38990545
abc377_g,-2.2364671,-2.9047072,2.2364671,-2.1806283,-0.47917077,factor_1,abc377_g,545,hard,atcoder,,,,1.2354126,1.2788088,-5.411173,-0.39824176
abc356_e,-2.2490764,-2.9173164,2.2490764,-2.1908903,-0.48369056,factor_1,abc356_e,458,hard,atcoder,,,,1.2364563,1.2798141,-5.425752,-0.4088807
abc379_d,-2.3227444,-2.9909844,2.3227444,-4.952283,2.6041946,factor_1,abc379_d,551,medium,atcoder,,,,1.8723106,1.8996838,-6.714365,0.7323959
1899_A,-2.3255258,-2.9937658,2.3255258,-5.0046163,2.651696,factor_1,1899_A,4,easy,codeforces,,,,1.8896368,1.9167123,-6.7505217,0.76299024
abc363_b,-2.3777254,-3.0459654,2.3777254,1.2969552,5.6518745,factor_2,abc363_b,479,easy,atcoder,,,,4.760554,4.765443,-12.386233,6.294303
abc366_f,-2.4683547,-3.1365948,2.4683547,-1.7722468,0.29478106,factor_1,abc366_f,496,hard,atcoder,,,,1.1901398,1.2352592,-5.557703,-0.71548676
abc396_f,-2.470176,-3.138416,2.470176,-1.7640464,0.2902458,factor_1,abc396_f,624,hard,atcoder,,,,1.1905994,1.2357008,-5.5603895,-0.71644235
abc382_f,-2.4725215,-3.1407616,2.4725215,-1.7753055,0.29562554,factor_1,abc382_f,567,hard,atcoder,,,,1.1905948,1.2356963,-5.5627265,-0.71879673
abc364_f,-2.4899747,-3.1582148,2.4899747,-1.7845851,0.29734713,factor_1,abc364_f,487,hard,atcoder,,,,1.1925985,1.2376212,-5.5839524,-0.7324772
abc348_d,-2.494331,-3.162571,2.494331,-1.791702,0.30025,factor_1,abc348_d,433,hard,atcoder,,,,1.1929517,1.2379606,-5.588974,-0.73616815
abc309_e,-2.4960923,-3.1643324,2.4960923,-1.7993054,0.3038493,factor_1,abc309_e,324,hard,atcoder,,,,1.1929504,1.2379594,-5.5907326,-0.73793197
abc368_e,-2.517517,-3.1857572,2.517517,-1.8064495,0.30379272,factor_1,abc368_e,505,hard,atcoder,,,,1.1955221,1.2404304,-5.6170006,-0.7545135
abc334_b,-2.6118867,-3.2801268,2.6118867,-0.47867188,0.022836052,factor_1,abc334_b,395,medium,atcoder,,,,0.8365153,0.9007279,-5.0455537,-1.5147
abc310_e,-2.8944643,-3.5627043,2.8944643,-6.669657,3.8205998,factor_1,abc310_e,326,hard,atcoder,,,,2.5018203,2.5207558,-8.503386,1.3779771
abc368_a,-2.9741669,-3.642407,2.9741669,1.1814984,5.7102695,factor_2,abc368_a,502,easy,atcoder,,,,5.1651783,5.168535,-13.772736,6.487922
abc380_e,-3.0539517,-3.7221918,3.0539517,-4.7112017,1.2657653,factor_1,abc380_e,558,hard,atcoder,,,,1.733186,1.763142,-7.17795,-0.26643348
abc345_b,-3.080675,-3.748915,3.080675,-0.3991151,-0.53402257,factor_2,abc345_b,426,easy,atcoder,,,,0.9113892,0.9704617,-5.65102,-1.84681
abc338_d,-3.1280189,-3.796259,3.1280189,-2.814327,-1.8047956,factor_1,abc338_d,407,hard,atcoder,,,,1.3187124,1.3592205,-6.460331,-1.1321867
abc340_d,-3.1521568,-3.820397,3.1521568,-4.869096,1.3254479,factor_1,abc340_d,411,hard,atcoder,,,,1.7668649,1.7961622,-7.3408747,-0.2999189
abc304_e,-3.2061415,-3.8743815,3.2061415,-2.1534045,5.5902667,factor_2,abc304_e,307,hard,atcoder,,,,3.4571462,3.4684465,-10.672537,2.9237738
abc337_d,-3.277183,-3.9454231,3.277183,-6.3935814,3.2296987,factor_1,abc337_d,403,medium,atcoder,,,,2.369442,2.389826,-8.629482,0.738636
abc388_c,-3.2815585,-3.9497986,3.2815585,-6.9779053,3.798827,factor_1,abc388_c,589,medium,atcoder,,,,2.6450253,2.6625333,-9.168364,1.2687669
abc386_f,-3.2895937,-3.9578338,3.2895937,-3.1119153,1.3376584,factor_1,abc386_f,586,hard,atcoder,,,,1.2863069,1.327898,-6.560514,-1.3551536
abc341_c,-3.3106313,-3.9788713,3.3106313,-5.2747664,1.5080916,factor_1,abc341_c,414,medium,atcoder,,,,1.8580896,1.885711,-7.674865,-0.28287768
abc375_d,-3.3316092,-3.9998493,3.3316092,-1.221229,7.3748436,factor_2,abc375_d,533,medium,atcoder,,,,5.089926,5.093557,-13.983221,5.9835224
abc379_c,-3.3425336,-4.0107737,3.3425336,-5.0190315,1.3447427,factor_1,abc379_c,550,medium,atcoder,,,,1.7983186,1.8270209,-7.591735,-0.42981267
abc361_b,-3.3633373,-4.031577,3.3633373,1.3667666,6.5405455,factor_2,abc361_b,472,medium,atcoder,,,,6.885829,6.883893,-17.524008,9.460854
abc331_c,-3.4661598,-4.1344,3.4661598,-1.2563748,7.516264,factor_2,abc331_c,389,medium,atcoder,,,,5.371055,5.3736863,-14.666824,6.398025
abc390_c,-3.586165,-4.254405,3.586165,-8.129475,4.7034106,factor_1,abc390_c,598,medium,atcoder,,,,3.2610583,3.2736313,-10.670723,2.1619124
1883_B,-3.6556406,-4.3238807,3.6556406,-3.2394783,-2.024553,factor_1,1883_B,2,medium,codeforces,,,,1.3265924,1.3668445,-7.0028963,-1.6448653
abc307_e,-3.8011878,-4.469428,3.8011878,-3.461584,1.4294742,factor_1,abc307_e,315,hard,atcoder,,,,1.30866,1.349499,-7.114446,-1.82441
abc346_e,-3.8033721,-4.471612,3.8033721,-5.9228907,1.7176102,factor_1,abc346_e,430,hard,atcoder,,,,2.0234923,2.0484214,-8.486518,-0.45670605
abc309_c,-3.8564823,-4.524722,3.8564823,-8.100341,4.445884,factor_1,abc309_c,322,medium,atcoder,,,,3.2544663,3.267084,-10.928206,1.8787622
abc398_d,-3.8610935,-4.5293336,3.8610935,-6.1113567,1.8038974,factor_1,abc398_d,631,hard,atcoder,,,,2.0729513,2.0971496,-8.639748,-0.41892004
abc315_c,-4.020128,-4.688368,4.020128,-3.6518645,1.4918374,factor_1,abc315_c,342,medium,atcoder,,,,1.3192697,1.3597597,-7.3534966,-2.023239
abc374_g,-4.0451956,-4.7134356,4.0451956,-3.4953713,-2.1893735,factor_1,abc374_g,530,hard,atcoder,,,,1.3308907,1.3710042,-7.4006042,-2.0262673
abc381_e,-4.0492244,-4.7174644,4.0492244,-6.4161634,1.9154377,factor_1,abc381_e,563,hard,atcoder,,,,2.1602418,2.1832228,-8.996581,-0.43834782
abc397_f,-4.1547785,-4.8230186,4.1547785,-6.633661,2.0028033,factor_1,abc397_f,629,hard,atcoder,,,,2.2230873,2.2452435,-9.223696,-0.42234135
abc328_d,-4.198786,-4.867026,4.198786,-1.9383153,3.284828,factor_2,abc328_d,379,hard,atcoder,,,,4.0939045,4.101718,-12.906393,3.1723418
abc322_e,-4.215801,-4.884041,4.215801,-1.6177665,-1.3564501,factor_1,abc322_e,359,hard,atcoder,,,,1.010441,1.0637637,-6.969018,-2.799064
abc319_b,-4.3128104,-4.9810505,4.3128104,0.7511254,5.2138124,factor_2,abc319_b,348,easy,atcoder,,,,5.109806,5.113364,-15.003244,5.0411434
abc329_d,-4.334422,-5.002662,4.334422,-2.1180863,3.9332895,factor_2,abc329_d,383,medium,atcoder,,,,4.5618033,4.567505,-13.954971,3.9496474
abc374_c,-4.454815,-5.123055,4.454815,-2.810875,7.315977,factor_2,abc374_c,527,medium,atcoder,,,,5.5975823,5.5994506,-16.097979,5.851868
abc363_c,-4.492698,-5.1609383,4.492698,-1.9620793,3.1276486,factor_2,abc363_c,480,medium,atcoder,,,,4.380416,4.386901,-13.759264,3.4373875
arc195_a,-4.5677323,-5.2359724,4.5677323,-1.7306106,-1.465002,factor_1,arc195_a,670,medium,atcoder,,,,1.0290335,1.0813881,-7.355493,-3.1164517
abc381_d,-4.6808596,-5.3490996,4.6808596,-7.2549906,2.1849346,factor_1,abc381_d,562,hard,atcoder,,,,2.4407756,2.4603624,-10.17141,-0.5267892
abc385_b,-4.699022,-5.367262,4.699022,-2.0934196,3.1965458,factor_2,abc385_b,578,easy,atcoder,,,,4.745597,4.7505455,-14.678331,3.9438076
abc301_b,-4.715936,-5.3841763,4.715936,-4.2638197,1.6950154,factor_1,abc301_b,294,easy,atcoder,,,,1.3512543,1.3907226,-8.109993,-2.6583598
abc365_a,-4.7319484,-5.4001884,4.7319484,-0.5452895,-0.03736397,factor_1,abc365_a,488,easy,atcoder,,,,1.1213913,1.1693679,-7.6921496,-3.1082273
abc376_a,-4.9923725,-5.6606126,4.9923725,-1.480317,7.5476985,factor_2,abc376_a,537,easy,atcoder,,,,6.4458547,6.4451327,-18.293074,6.971848
abc315_d,-5.101977,-5.770217,5.101977,-8.046228,2.4883726,factor_1,abc315_d,343,medium,atcoder,,,,2.732404,2.7491028,-11.158459,-0.38197517
abc376_c,-5.1042705,-5.7725105,5.1042705,-7.907041,2.4125345,factor_1,abc376_c,539,medium,atcoder,,,,2.6885283,2.705628,-11.0755415,-0.46947956
abc314_d,-5.124704,-5.792944,5.124704,-2.5435905,-2.2882931,factor_1,abc314_d,340,medium,atcoder,,,,1.4995344,1.5347879,-8.801128,-2.7847595
abc326_e,-5.2147355,-5.8829756,5.2147355,-8.276884,2.5785918,factor_1,abc326_e,374,hard,atcoder,,,,2.8216758,2.837591,-11.444654,-0.32129717
abc364_d,-5.270977,-5.939217,5.270977,-2.2838624,3.5516205,factor_2,abc364_d,485,hard,atcoder,,,,5.958596,5.959316,-17.619476,5.7410417
abc344_e,-5.3511095,-6.0193496,5.3511095,-2.4439914,4.232399,factor_2,abc344_e,425,hard,atcoder,,,,6.5596147,6.558572,-18.874151,6.8354516
abc338_c,-5.3551054,-6.0233455,5.3551054,-4.7670875,1.8498772,factor_1,abc338_c,406,medium,atcoder,,,,1.376173,1.4148754,-8.796501,-3.2501895
abc314_c,-5.62953,-6.29777,5.62953,-2.4935496,4.0616245,factor_2,abc314_c,339,medium,atcoder,,,,7.089531,7.087056,-20.1884,7.5928607
abc306_c,-5.706635,-6.374875,5.706635,-2.5030897,4.0055857,factor_2,abc306_c,311,medium,atcoder,,,,7.2328105,7.229965,-20.545609,7.7958574
abc392_f,-5.7449837,-6.4132237,5.7449837,-2.5701609,4.6100545,factor_2,abc392_f,608,hard,atcoder,,,,7.7084537,7.7044196,-21.513887,8.687439
abc367_f,-5.8470216,-6.5152617,5.8470216,-2.587175,4.2927003,factor_2,abc367_f,501,hard,atcoder,,,,7.7920523,7.7878156,-21.77938,8.7488575
abc343_c,-5.8805985,-6.5488386,5.8805985,-1.251155,0.43376872,factor_1,abc343_c,421,medium,atcoder,,,,1.4769574,1.512803,-9.513932,-3.5837448
abc328_e,-5.9237185,-6.5919585,5.9237185,-2.621065,4.3992934,factor_2,abc328_e,380,hard,atcoder,,,,8.072357,8.0674515,-22.404163,9.220247
abc396_d,-6.0168295,-6.6850696,6.0168295,-2.6601756,4.4065714,factor_2,abc396_d,622,medium,atcoder,,,,8.330432,8.324926,-23.001926,9.631786
abc309_d,-6.141643,-6.809883,6.141643,-5.6579113,2.1941288,factor_1,abc309_d,323,medium,atcoder,,,,1.4218225,1.4591852,-9.669887,-3.94988
abc330_e,-6.250679,-6.918919,6.250679,-5.740206,2.2185383,factor_1,abc330_e,387,hard,atcoder,,,,1.4254364,1.4626964,-9.785804,-4.0520344
abc304_b,-6.3813214,-7.0495615,6.3813214,-5.801205,2.2263532,factor_1,abc304_b,305,easy,atcoder,,,,1.4270403,1.464255,-9.919501,-4.1796217
abc381_c,-6.4365726,-7.1048126,6.4365726,-5.8447065,2.2397575,factor_1,abc381_c,561,medium,atcoder,,,,1.4290568,1.4662144,-9.978593,-4.2310324
abc331_e,-6.5510364,-7.2192764,6.5510364,-2.4877033,0.037857816,factor_1,abc331_e,391,hard,atcoder,,,,2.3160696,2.3370774,-11.799948,-2.6386046
abc343_d,-6.560693,-7.228933,6.560693,-2.7377498,3.8037658,factor_2,abc343_d,422,medium,atcoder,,,,9.278255,9.27065,-25.399408,10.941542
abc392_g,-6.7574315,-7.4256716,6.7574315,-2.5620353,0.041770667,factor_1,abc392_g,609,hard,atcoder,,,,2.4057417,2.425715,-12.180073,-2.6712704
abc369_b,-6.764517,-7.432757,6.764517,-3.9254208,-1.2920582,factor_1,abc369_b,507,easy,atcoder,,,,2.1376796,2.1609669,-11.668252,-3.1972618
abc305_c,-6.920221,-7.588461,6.920221,-2.9380374,4.4426455,factor_2,abc305_c,308,medium,atcoder,,,,11.279309,11.267654,-29.673063,14.496141
1873_D,-6.961125,-7.629365,6.961125,-2.7102349,2.8268461,factor_2,1873_D,1,easy,codeforces,,,,8.487146,8.481283,-24.252682,8.993951
abc344_c,-6.966204,-7.634444,6.966204,-0.9160893,0.11806933,factor_1,abc344_c,423,medium,atcoder,,,,1.2312665,1.2748158,-10.133083,-5.135805
abc347_e,-7.0315537,-7.699794,7.0315537,-3.9636846,-1.4309705,factor_1,abc347_e,432,hard,atcoder,,,,2.214908,2.2371693,-12.084646,-3.314942
abc375_g,-7.228958,-7.897198,7.228958,-4.0793343,-1.4758824,factor_1,abc375_g,536,hard,atcoder,,,,2.2886689,2.3100066,-12.424811,-3.369585
abc388_f,-7.2799015,-7.9481416,7.2799015,-2.7575495,0.056020048,factor_1,abc388_f,592,hard,atcoder,,,,2.6503203,2.667778,-13.176987,-2.7192965
1899_C,-7.2889304,-7.9571705,7.2889304,-3.4363968,-3.1678116,factor_1,1899_C,5,hard,codeforces,,,,2.1270442,2.150478,-12.172108,-3.7422338
abc394_c,-7.3652225,-8.033463,7.3652225,-4.1606293,-1.4840546,factor_1,abc394_c,613,medium,atcoder,,,,2.3422756,2.3629742,-12.664892,-3.4020329
abc378_d,-7.703717,-8.371958,7.703717,-6.926449,2.5966027,factor_1,abc378_d,547,hard,atcoder,,,,1.4840174,1.5196759,-11.350523,-5.393393
abc308_e,-7.880186,-8.548426,7.880186,-7.020631,2.6141772,factor_1,abc308_e,319,hard,atcoder,,,,1.4882327,1.5237805,-11.535035,-5.561816
abc400_b,-7.9400525,-8.608293,7.9400525,-1.2570125,2.166115,factor_2,abc400_b,637,easy,atcoder,,,,1.5794371,1.6127195,-11.769223,-5.447362
abc308_f,-8.062601,-8.730841,8.062601,-7.0128736,-3.8308282,factor_1,abc308_f,320,hard,atcoder,,,,1.3709798,1.4098396,-11.494126,-5.967555
abc391_f,-8.241519,-8.9097595,8.241519,-3.0596523,0.049187236,factor_1,abc391_f,605,hard,atcoder,,,,3.1592326,3.1725142,-15.127888,-2.6916318
abc351_c,-8.448305,-9.116545,8.448305,-3.156176,0.065602206,factor_1,abc351_c,440,medium,atcoder,,,,3.2896044,3.3019848,-15.588435,-2.6446543
abc394_d,-8.509611,-9.177851,8.509611,-3.3350344,3.0649242,factor_1,abc394_d,614,medium,atcoder,,,,13.789089,13.772801,-36.172543,17.816841
abc397_g,-8.5595875,-9.227827,8.5595875,-4.8657527,-1.7604507,factor_1,abc397_g,630,hard,atcoder,,,,2.86458,2.8801327,-14.872887,-3.582767
abc329_b,-8.568529,-9.236769,8.568529,-0.3133094,4.6737347,factor_2,abc329_b,381,easy,atcoder,,,,6.27215,6.2719297,-21.52975,3.0562134
arc191_d,-8.6566515,-9.324892,8.6566515,-3.229103,0.06903486,factor_1,arc191_d,662,hard,atcoder,,,,3.4198942,3.431428,-16.050491,-2.5992932
abc384_c,-8.677082,-9.345322,8.677082,-3.2784414,2.9580839,factor_1,abc384_c,572,medium,atcoder,,,,13.614229,13.598254,-35.997902,17.307257
abc301_d,-8.86267,-9.5309105,8.86267,-3.3035624,0.07260744,factor_1,abc301_d,296,medium,atcoder,,,,3.5547028,3.5654104,-16.519115,-2.542706
abc355_b,-8.925307,-9.593548,8.925307,-1.4122205,2.368018,factor_2,abc355_b,454,easy,atcoder,,,,1.7072477,1.7377269,-12.999493,-6.187603
abc322_c,-9.105278,-9.773518,9.105278,-1.4390571,2.3796217,factor_2,abc322_c,357,medium,atcoder,,,,1.7308458,1.7608484,-13.224781,-6.3222547
abc324_a,-9.696722,-10.364962,9.696722,-1.3030179,0.17845961,factor_1,abc324_a,363,easy,atcoder,,,,1.3506845,1.3901707,-13.089696,-7.6402273
abc325_e,-9.966929,-10.63517,9.966929,-8.917614,3.2699475,factor_1,abc325_e,370,hard,atcoder,,,,1.6055106,1.6381885,-13.84602,-7.42432
abc308_d,-10.527727,-11.195967,10.527727,-9.502052,3.4906547,factor_1,abc308_d,318,medium,atcoder,,,,1.647524,1.6792641,-14.487325,-7.9046087
abc306_e,-10.905857,-11.574097,10.905857,-4.0110574,0.09576515,factor_1,abc306_e,312,hard,atcoder,,,,5.2211823,5.224339,-21.8138,-1.3343916
abc365_c,-13.052654,-13.720894,13.052654,-2.5961967,0.74802846,factor_1,abc365_c,489,medium,atcoder,,,,2.7371738,2.7538297,-19.1184,-8.323387
